,M=100Hz,M=200Hz,M=500Hz
13977,-15394,10633,3136
13978,-15473,10273,1982
13979,-15549,9905,818
13980,-15622,9528,-351
13981,-15692,9144,-1517
13982,-15758,8752,-2675
13983,-15822,8353,-3821
13984,-15881,7947,-4946
13985,-15938,7536,-6047
13986,-15992,7117,-7117
13987,-16042,6694,-8151
13988,-16089,6264,-9144
13989,-16134,5829,-10090
13990,-16174,5390,-10985
13991,-16211,4947,-11824
13992,-16245,4499,-12603
13993,-16276,4048,-13319
13994,-16304,3593,-13966
13995,-16328,3136,-14543
13996,-16348,2676,-15046
13997,-16366,2213,-15473
13998,-16380,1749,-15822
13999,-16391,1284,-16089
14000,-16398,818,-16276
14001,-16402,351,-16380
14002,-16403,-117,-16401
14003,-16401,-584,-16339
14004,-16395,-1051,-16193
14005,-16386,-1517,-15966
14006,-16373,-1981,-15657
14007,-16358,-2445,-15270
14008,-16339,-2906,-14804
14009,-16316,-3365,-14264
14010,-16290,-3821,-13651
14011,-16261,-4274,-12969
14012,-16229,-4723,-12221
14013,-16193,-5169,-11412
14014,-16154,-5610,-10544
14015,-16112,-6047,-9623
14016,-16067,-6479,-8653
14017,-16018,-6906,-7639
14018,-15966,-7327,-6586
14019,-15910,-7742,-5500
14020,-15852,-8151,-4386
14021,-15790,-8553,-3250
14022,-15726,-8948,-2097
14023,-15657,-9337,-934
14024,-15586,-9717,234
14025,-15512,-10090,1401
14026,-15434,-10454,2560
14027,-15353,-10810,3707
14028,-15269,-11157,4835
14029,-15183,-11495,5938
14030,-15093,-11824,7012
14031,-15000,-12143,8050
14032,-14903,-12452,9047
14033,-14804,-12752,9998
14034,-14702,-13040,10898
14035,-14597,-13319,11743
14036,-14489,-13586,12528
14037,-14378,-13842,13250
14038,-14264,-14087,13905
14039,-14147,-14321,14489
14040,-14027,-14543,15000
14041,-13905,-14754,15434
14042,-13779,-14952,15790
14043,-13651,-15138,16067
14044,-13520,-15312,16262
14045,-13386,-15473,16373
14046,-13250,-15622,16403
14047,-13111,-15758,16349
14048,-12969,-15882,16212
14049,-12825,-15992,15992
14050,-12678,-16090,15692
14051,-12528,-16174,15312
14052,-12376,-16245,14854
14053,-12221,-16303,14322
14054,-12064,-16348,13716
14055,-11905,-16380,13041
14056,-11743,-16398,12299
14057,-11578,-16403,11496
14058,-11412,-16395,10633
14059,-11243,-16373,9717
14060,-11071,-16339,8752
14061,-10897,-16290,7742
14062,-10722,-16229,6693
14063,-10544,-16154,5610
14064,-10364,-16066,4499
14065,-10181,-15966,3365
14066,-9997,-15852,2214
14067,-9811,-15725,1051
14068,-9623,-15586,-117
14069,-9433,-15434,-1284
14070,-9240,-15269,-2445
14071,-9046,-15093,-3593
14072,-8851,-14903,-4723
14073,-8653,-14702,-5829
14074,-8453,-14489,-6906
14075,-8252,-14264,-7947
14076,-8049,-14027,-8949
14077,-7845,-13779,-9905
14078,-7639,-13520,-10810
14079,-7431,-13250,-11661
14080,-7222,-12969,-12452
14081,-7012,-12678,-13181
14082,-6800,-12376,-13842
14083,-6586,-12064,-14434
14084,-6371,-11743,-14952
14085,-6155,-11412,-15394
14086,-5938,-11071,-15758
14087,-5720,-10722,-16043
14088,-5500,-10364,-16245
14089,-5279,-9997,-16366
14090,-5058,-9623,-16403
14091,-4835,-9240,-16357
14092,-4611,-8850,-16229
14093,-4386,-8453,-16018
14094,-4161,-8049,-15725
14095,-3934,-7639,-15353
14096,-3707,-7222,-14903
14097,-3479,-6800,-14378
14098,-3250,-6371,-13779
14099,-3021,-5938,-13111
14100,-2791,-5500,-12376
14101,-2560,-5058,-11578
14102,-2329,-4611,-10722
14103,-2097,-4161,-9811
14104,-1865,-3707,-8851
14105,-1633,-3250,-7845
14106,-1401,-2791,-6800
14107,-1167,-2329,-5720
14108,-934,-1865,-4611
14109,-701,-1400,-3479
14110,-467,-934,-2329
14111,-233,-467,-1168
14112,0,0,0
14113,234,468,1168
14114,468,935,2329
14115,701,1401,3479
14116,934,1866,4611
14117,1168,2329,5720
14118,1401,2791,6800
14119,1634,3251,7845
14120,1866,3707,8851
14121,2098,4161,9811
14122,2329,4611,10722
14123,2561,5058,11579
14124,2791,5501,12376
14125,3021,5938,13111
14126,3251,6372,13780
14127,3479,6800,14378
14128,3707,7222,14903
14129,3935,7639,15353
14130,4161,8050,15726
14131,4387,8454,16018
14132,4611,8851,16229
14133,4835,9240,16358
14134,5058,9623,16403
14135,5280,9997,16366
14136,5500,10364,16245
14137,5720,10722,16043
14138,5939,11072,15758
14139,6156,11412,15394
14140,6372,11743,14952
14141,6586,12064,14434
14142,6800,12376,13842
14143,7012,12678,13181
14144,7222,12969,12452
14145,7432,13250,11661
14146,7639,13520,10810
14147,7845,13780,9905
14148,8050,14028,8949
14149,8253,14264,7948
14150,8453,14489,6906
14151,8653,14702,5830
14152,8851,14903,4723
14153,9047,15093,3593
14154,9240,15270,2445
14155,9433,15434,1284
14156,9623,15586,117
14157,9811,15726,-1051
14158,9997,15852,-2213
14159,10182,15966,-3364
14160,10364,16067,-4499
14161,10544,16154,-5610
14162,10722,16229,-6693
14163,10898,16290,-7742
14164,11071,16339,-8752
14165,11243,16373,-9717
14166,11412,16395,-10633
14167,11579,16403,-11495
14168,11743,16398,-12299
14169,11905,16380,-13040
14170,12065,16348,-13715
14171,12221,16304,-14321
14172,12376,16246,-14854
14173,12528,16174,-15312
14174,12678,16090,-15692
14175,12825,15992,-15992
14176,12969,15882,-16211
14177,13111,15758,-16348
14178,13250,15622,-16403
14179,13387,15474,-16373
14180,13520,15312,-16261
14181,13651,15138,-16067
14182,13780,14952,-15790
14183,13905,14754,-15434
14184,14027,14544,-14999
14185,14147,14321,-14489
14186,14264,14088,-13905
14187,14378,13842,-13250
14188,14489,13586,-12528
14189,14597,13319,-11742
14190,14702,13040,-10898
14191,14804,12752,-9997
14192,14903,12452,-9046
14193,15000,12143,-8049
14194,15093,11824,-7012
14195,15183,11496,-5938
14196,15270,11157,-4835
14197,15354,10810,-3707
14198,15434,10454,-2560
14199,15512,10090,-1401
14200,15586,9717,-234
14201,15658,9337,934
14202,15726,8949,2098
14203,15790,8554,3251
14204,15852,8151,4386
14205,15911,7742,5501
14206,15966,7327,6587
14207,16018,6906,7639
14208,16067,6479,8653
14209,16112,6047,9623
14210,16154,5611,10544
14211,16193,5169,11412
14212,16229,4723,12221
14213,16261,4274,12969
14214,16290,3821,13651
14215,16316,3365,14264
14216,16339,2906,14805
14217,16358,2445,15270
14218,16373,1982,15657
14219,16386,1517,15966
14220,16395,1051,16193
14221,16401,584,16339
14222,16404,117,16401
14223,16403,-351,16380
14224,16399,-818,16276
14225,16391,-1284,16090
14226,16380,-1749,15822
14227,16366,-2213,15474
14228,16348,-2675,15047
14229,16328,-3136,14543
14230,16304,-3593,13967
14231,16276,-4047,13319
14232,16245,-4499,12603
14233,16211,-4946,11824
14234,16174,-5390,10985
14235,16134,-5829,10090
14236,16090,-6264,9144
14237,16043,-6693,8151
14238,15992,-7117,7117
14239,15939,-7535,6047
14240,15882,-7947,4947
14241,15822,-8353,3821
14242,15759,-8752,2676
14243,15692,-9143,1517
14244,15622,-9528,351
14245,15550,-9904,-817
14246,15473,-10273,-1982
14247,15394,-10633,-3135
14248,15312,-10985,-4274
14249,15227,-11327,-5390
14250,15138,-11661,-6479
14251,15047,-11985,-7535
14252,14952,-12299,-8553
14253,14854,-12603,-9528
14254,14754,-12897,-10454
14255,14650,-13181,-11327
14256,14543,-13453,-12143
14257,14434,-13716,-12897
14258,14322,-13966,-13586
14259,14206,-14206,-14206
14260,14088,-14434,-14754
14261,13967,-14650,-15226
14262,13842,-14854,-15622
14263,13716,-15046,-15938
14264,13586,-15227,-16174
14265,13454,-15394,-16327
14266,13319,-15549,-16398
14267,13181,-15692,-16386
14268,13041,-15821,-16290
14269,12898,-15939,-16112
14270,12752,-16043,-15852
14271,12604,-16134,-15512
14272,12452,-16211,-15092
14273,12299,-16276,-14597
14274,12143,-16327,-14027
14275,11985,-16366,-13386
14276,11824,-16391,-12678
14277,11661,-16402,-11905
14278,11496,-16401,-11071
14279,11328,-16386,-10181
14280,11157,-16358,-9240
14281,10985,-16316,-8252
14282,10810,-16261,-7222
14283,10633,-16193,-6155
14284,10454,-16112,-5058
14285,10273,-16018,-3934
14286,10090,-15910,-2791
14287,9905,-15790,-1633
14288,9717,-15657,-467
14289,9528,-15511,701
14290,9337,-15353,1866
14291,9144,-15182,3021
14292,8949,-15000,4161
14293,8752,-14804,5280
14294,8554,-14597,6372
14295,8353,-14378,7432
14296,8151,-14147,8454
14297,7948,-13905,9433
14298,7742,-13651,10364
14299,7535,-13386,11243
14300,7327,-13111,12065
14301,7117,-12825,12825
14302,6906,-12528,13520
14303,6693,-12221,14147
14304,6479,-11905,14702
14305,6264,-11578,15183
14306,6047,-11243,15586
14307,5829,-10897,15911
14308,5610,-10544,16154
14309,5390,-10182,16316
14310,5169,-9811,16395
14311,4947,-9432,16391
14312,4723,-9046,16304
14313,4499,-8653,16134
14314,4274,-8252,15882
14315,4048,-7845,15549
14316,3821,-7431,15138
14317,3593,-7012,14650
14318,3365,-6586,14088
14319,3136,-6156,13454
14320,2906,-5720,12752
14321,2676,-5280,11985
14322,2445,-4835,11157
14323,2213,-4386,10273
14324,1982,-3934,9337
14325,1749,-3479,8353
14326,1517,-3021,7327
14327,1284,-2560,6264
14328,1051,-2098,5169
14329,818,-1633,4048
14330,584,-1168,2906
14331,351,-701,1750
14332,117,-234,584
14333,-117,234,-584
14334,-350,701,-1749
14335,-584,1168,-2906
14336,-818,1633,-4048
14337,-1051,2098,-5169
14338,-1284,2561,-6264
14339,-1517,3021,-7327
14340,-1749,3479,-8353
14341,-1982,3934,-9337
14342,-2213,4386,-10273
14343,-2445,4835,-11157
14344,-2676,5280,-11985
14345,-2906,5720,-12752
14346,-3136,6156,-13454
14347,-3365,6587,-14087
14348,-3593,7012,-14650
14349,-3821,7432,-15138
14350,-4048,7845,-15549
14351,-4274,8253,-15882
14352,-4499,8653,-16134
14353,-4723,9047,-16304
14354,-4947,9433,-16391
14355,-5169,9811,-16395
14356,-5390,10182,-16316
14357,-5610,10544,-16154
14358,-5829,10898,-15911
14359,-6047,11243,-15586
14360,-6264,11579,-15182
14361,-6479,11905,-14702
14362,-6693,12222,-14147
14363,-6906,12528,-13520
14364,-7117,12825,-12825
14365,-7327,13111,-12064
14366,-7535,13387,-11242
14367,-7742,13651,-10364
14368,-7947,13905,-9432
14369,-8151,14147,-8453
14370,-8353,14378,-7431
14371,-8553,14597,-6371
14372,-8752,14805,-5280
14373,-8949,15000,-4161
14374,-9143,15183,-3021
14375,-9337,15354,-1866
14376,-9528,15512,-701
14377,-9717,15657,468
14378,-9905,15790,1634
14379,-10090,15911,2791
14380,-10273,16018,3934
14381,-10454,16112,5058
14382,-10633,16193,6156
14383,-10810,16262,7222
14384,-10985,16316,8252
14385,-11157,16358,9241
14386,-11327,16386,10182
14387,-11495,16401,11072
14388,-11661,16403,11905
14389,-11824,16391,12678
14390,-11985,16366,13387
14391,-12143,16328,14028
14392,-12299,16276,14597
14393,-12452,16211,15093
14394,-12603,16134,15512
14395,-12752,16043,15852
14396,-12897,15939,16112
14397,-13040,15822,16290
14398,-13181,15692,16386
14399,-13319,15549,16399
14400,-13453,15394,16328
14401,-13586,15227,16174
14402,-13715,15046,15939
14403,-13842,14854,15622
14404,-13966,14650,15227
14405,-14087,14434,14754
14406,-14206,14206,14206
14407,-14321,13967,13586
14408,-14434,13716,12898
14409,-14543,13454,12143
14410,-14650,13181,11328
14411,-14753,12898,10454
14412,-14854,12604,9528
14413,-14952,12299,8553
14414,-15046,11985,7536
14415,-15138,11661,6479
14416,-15226,11328,5390
14417,-15312,10985,4274
14418,-15394,10633,3136
14419,-15473,10273,1982
14420,-15549,9905,818
14421,-15622,9528,-350
14422,-15692,9144,-1517
14423,-15758,8752,-2675
14424,-15821,8353,-3821
14425,-15881,7947,-4947
14426,-15939,7535,-6047
14427,-15992,7117,-7117
14428,-16043,6693,-8151
14429,-16090,6264,-9144
14430,-16133,5830,-10090
14431,-16174,5390,-10985
14432,-16211,4947,-11824
14433,-16245,4499,-12603
14434,-16276,4048,-13319
14435,-16304,3593,-13966
14436,-16327,3136,-14543
14437,-16348,2676,-15046
14438,-16366,2214,-15473
14439,-16380,1750,-15822
14440,-16391,1284,-16090
14441,-16398,818,-16276
14442,-16402,351,-16380
14443,-16403,-117,-16401
14444,-16401,-584,-16338
14445,-16395,-1051,-16193
14446,-16386,-1517,-15966
14447,-16373,-1981,-15657
14448,-16357,-2445,-15269
14449,-16338,-2906,-14804
14450,-16316,-3364,-14264
14451,-16290,-3821,-13651
14452,-16261,-4274,-12969
14453,-16229,-4723,-12221
14454,-16193,-5169,-11412
14455,-16154,-5610,-10544
14456,-16112,-6047,-9623
14457,-16067,-6479,-8653
14458,-16018,-6906,-7639
14459,-15966,-7327,-6586
14460,-15910,-7742,-5500
14461,-15852,-8151,-4386
14462,-15790,-8553,-3250
14463,-15725,-8948,-2097
14464,-15657,-9337,-934
14465,-15586,-9717,234
14466,-15511,-10090,1401
14467,-15434,-10454,2561
14468,-15353,-10810,3707
14469,-15269,-11157,4835
14470,-15183,-11495,5939
14471,-15092,-11824,7012
14472,-15000,-12143,8049
14473,-14903,-12452,9047
14474,-14804,-12751,9997
14475,-14702,-13040,10898
14476,-14597,-13319,11743
14477,-14489,-13586,12528
14478,-14378,-13842,13250
14479,-14264,-14088,13905
14480,-14147,-14321,14489
14481,-14027,-14543,15000
14482,-13905,-14754,15434
14483,-13779,-14952,15790
14484,-13651,-15138,16067
14485,-13520,-15312,16261
14486,-13387,-15473,16374
14487,-13250,-15622,16403
14488,-13111,-15758,16348
14489,-12969,-15882,16211
14490,-12825,-15992,15992
14491,-12678,-16090,15692
14492,-12528,-16174,15312
14493,-12376,-16245,14854
14494,-12221,-16303,14321
14495,-12064,-16348,13716
14496,-11905,-16380,13040
14497,-11743,-16398,12299
14498,-11578,-16403,11496
14499,-11411,-16395,10633
14500,-11242,-16373,9717
14501,-11071,-16338,8752
14502,-10897,-16290,7742
14503,-10722,-16229,6694
14504,-10544,-16154,5611
14505,-10364,-16066,4499
14506,-10182,-15966,3365
14507,-9997,-15852,2213
14508,-9811,-15725,1051
14509,-9623,-15586,-117
14510,-9432,-15434,-1284
14511,-9240,-15269,-2445
14512,-9046,-15092,-3593
14513,-8850,-14903,-4723
14514,-8653,-14702,-5829
14515,-8453,-14489,-6906
14516,-8252,-14264,-7947
14517,-8049,-14027,-8948
14518,-7845,-13779,-9905
14519,-7639,-13520,-10810
14520,-7431,-13250,-11661
14521,-7222,-12969,-12452
14522,-7012,-12678,-13181
14523,-6800,-12376,-13842
14524,-6586,-12064,-14434
14525,-6372,-11743,-14952
14526,-6155,-11412,-15394
14527,-5938,-11071,-15758
14528,-5720,-10722,-16043
14529,-5500,-10364,-16245
14530,-5279,-9997,-16366
14531,-5058,-9623,-16403
14532,-4835,-9240,-16357
14533,-4611,-8851,-16229
14534,-4386,-8453,-16018
14535,-4161,-8049,-15726
14536,-3934,-7639,-15353
14537,-3707,-7222,-14903
14538,-3479,-6800,-14378
14539,-3250,-6372,-13779
14540,-3021,-5938,-13111
14541,-2791,-5500,-12376
14542,-2560,-5058,-11578
14543,-2329,-4611,-10722
14544,-2097,-4161,-9811
14545,-1866,-3707,-8851
14546,-1633,-3250,-7845
14547,-1401,-2791,-6800
14548,-1167,-2329,-5720
14549,-934,-1866,-4611
14550,-701,-1400,-3479
14551,-467,-934,-2329
14552,-233,-467,-1168
14553,0,0,0
14554,234,467,1168
14555,468,934,2329
14556,701,1401,3479
14557,934,1866,4611
14558,1168,2329,5720
14559,1401,2791,6800
14560,1633,3251,7845
14561,1866,3707,8851
14562,2098,4161,9811
14563,2329,4611,10722
14564,2561,5058,11579
14565,2791,5501,12376
14566,3021,5939,13111
14567,3250,6372,13780
14568,3479,6800,14378
14569,3707,7222,14904
14570,3935,7639,15354
14571,4161,8049,15726
14572,4386,8453,16018
14573,4611,8851,16229
14574,4835,9240,16358
14575,5058,9623,16403
14576,5280,9998,16366
14577,5500,10364,16246
14578,5720,10722,16043
14579,5939,11072,15758
14580,6156,11412,15394
14581,6372,11743,14952
14582,6586,12065,14434
14583,6800,12376,13843
14584,7012,12678,13181
14585,7223,12969,12453
14586,7431,13250,11661
14587,7639,13520,10810
14588,7845,13779,9905
14589,8049,14028,8949
14590,8253,14264,7948
14591,8454,14489,6906
14592,8653,14702,5830
14593,8851,14903,4723
14594,9047,15093,3593
14595,9241,15270,2445
14596,9433,15434,1284
14597,9623,15586,117
14598,9811,15726,-1051
14599,9998,15852,-2213
14600,10182,15966,-3365
14601,10364,16067,-4499
14602,10544,16154,-5610
14603,10722,16229,-6693
14604,10898,16290,-7742
14605,11072,16339,-8752
14606,11243,16374,-9717
14607,11412,16395,-10633
14608,11578,16404,-11495
14609,11743,16398,-12299
14610,11905,16380,-13040
14611,12064,16348,-13716
14612,12221,16304,-14321
14613,12376,16246,-14854
14614,12528,16174,-15312
14615,12678,16090,-15692
14616,12825,15992,-15992
14617,12969,15882,-16211
14618,13111,15759,-16348
14619,13250,15622,-16403
14620,13387,15474,-16373
14621,13520,15312,-16261
14622,13651,15138,-16067
14623,13779,14952,-15790
14624,13905,14754,-15434
14625,14027,14543,-14999
14626,14147,14322,-14489
14627,14264,14088,-13905
14628,14378,13843,-13250
14629,14489,13586,-12528
14630,14597,13319,-11743
14631,14702,13040,-10897
14632,14804,12752,-9997
14633,14903,12452,-9046
14634,15000,12143,-8049
14635,15093,11824,-7012
14636,15183,11495,-5938
14637,15270,11157,-4835
14638,15354,10810,-3707
14639,15434,10454,-2560
14640,15512,10090,-1400
14641,15586,9717,-233
14642,15657,9337,935
14643,15726,8949,2098
14644,15790,8554,3250
14645,15852,8151,4386
14646,15911,7742,5501
14647,15966,7327,6587
14648,16018,6906,7639
14649,16067,6479,8653
14650,16112,6047,9623
14651,16155,5610,10544
14652,16193,5169,11412
14653,16229,4723,12221
14654,16261,4274,12969
14655,16291,3821,13651
14656,16316,3365,14264
14657,16339,2906,14804
14658,16358,2445,15270
14659,16373,1982,15657
14660,16386,1517,15966
14661,16395,1051,16193
14662,16401,584,16339
14663,16403,117,16401
14664,16403,-351,16380
14665,16399,-818,16276
14666,16391,-1284,16090
14667,16380,-1749,15822
14668,16366,-2213,15474
14669,16348,-2676,15047
14670,16328,-3136,14544
14671,16304,-3593,13967
14672,16276,-4048,13319
14673,16246,-4499,12603
14674,16211,-4947,11824
14675,16174,-5390,10985
14676,16134,-5829,10090
14677,16090,-6264,9144
14678,16043,-6693,8151
14679,15992,-7117,7117
14680,15939,-7535,6047
14681,15882,-7947,4947
14682,15822,-8353,3821
14683,15758,-8752,2676
14684,15692,-9144,1517
14685,15622,-9528,351
14686,15549,-9904,-817
14687,15474,-10273,-1982
14688,15394,-10633,-3135
14689,15312,-10985,-4274
14690,15227,-11327,-5390
14691,15138,-11661,-6479
14692,15046,-11985,-7535
14693,14952,-12299,-8553
14694,14854,-12603,-9528
14695,14754,-12897,-10454
14696,14650,-13181,-11327
14697,14543,-13454,-12143
14698,14434,-13715,-12897
14699,14322,-13966,-13586
14700,14206,-14206,-14206
14701,14088,-14434,-14753
14702,13967,-14650,-15227
14703,13843,-14854,-15622
14704,13716,-15046,-15939
14705,13586,-15226,-16174
14706,13454,-15394,-16328
14707,13319,-15549,-16398
14708,13181,-15692,-16386
14709,13041,-15821,-16290
14710,12897,-15938,-16112
14711,12752,-16043,-15852
14712,12604,-16133,-15512
14713,12452,-16211,-15092
14714,12299,-16276,-14597
14715,12143,-16328,-14027
14716,11985,-16366,-13386
14717,11824,-16391,-12678
14718,11661,-16402,-11904
14719,11496,-16401,-11071
14720,11328,-16386,-10182
14721,11157,-16358,-9240
14722,10985,-16316,-8252
14723,10810,-16261,-7222
14724,10633,-16193,-6155
14725,10454,-16112,-5058
14726,10273,-16018,-3934
14727,10090,-15911,-2791
14728,9905,-15790,-1633
14729,9717,-15657,-467
14730,9528,-15511,701
14731,9337,-15353,1866
14732,9144,-15182,3021
14733,8949,-15000,4161
14734,8752,-14804,5280
14735,8554,-14597,6372
14736,8353,-14378,7432
14737,8151,-14147,8453
14738,7947,-13905,9433
14739,7742,-13651,10364
14740,7535,-13387,11243
14741,7327,-13111,12064
14742,7117,-12825,12825
14743,6906,-12528,13520
14744,6694,-12221,14147
14745,6479,-11905,14702
14746,6264,-11578,15183
14747,6047,-11242,15586
14748,5829,-10898,15911
14749,5610,-10544,16155
14750,5390,-10181,16316
14751,5169,-9811,16395
14752,4947,-9433,16391
14753,4723,-9046,16304
14754,4499,-8653,16134
14755,4274,-8252,15882
14756,4048,-7845,15549
14757,3821,-7431,15138
14758,3593,-7012,14650
14759,3365,-6586,14088
14760,3136,-6155,13454
14761,2906,-5720,12752
14762,2676,-5280,11985
14763,2445,-4835,11157
14764,2213,-4386,10273
14765,1982,-3934,9337
14766,1749,-3479,8353
14767,1517,-3021,7327
14768,1284,-2560,6264
14769,1051,-2098,5169
14770,818,-1633,4048
14771,584,-1168,2906
14772,351,-701,1750
14773,117,-234,584
14774,-117,234,-584
14775,-351,701,-1749
14776,-584,1168,-2906
14777,-818,1633,-4047
14778,-1051,2098,-5169
14779,-1284,2560,-6264
14780,-1517,3021,-7327
14781,-1749,3479,-8353
14782,-1982,3935,-9336
14783,-2213,4387,-10273
14784,-2445,4835,-11157
14785,-2675,5280,-11985
14786,-2906,5720,-12751
14787,-3135,6156,-13453
14788,-3365,6587,-14087
14789,-3593,7012,-14650
14790,-3821,7432,-15138
14791,-4047,7845,-15549
14792,-4274,8252,-15881
14793,-4499,8653,-16134
14794,-4723,9046,-16303
14795,-4946,9433,-16391
14796,-5169,9811,-16395
14797,-5390,10182,-16316
14798,-5610,10544,-16154
14799,-5829,10898,-15911
14800,-6047,11243,-15586
